date,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests
2020-05-02,0.6281271469076528,0.6210328752086429,0.5112560238040194,0.7383427512335449,0.4367420322503952,1.379813134447434,0.0,0.0,1500000
2020-05-03,0.6564921693249758,0.6470384171125377,0.5361229327576097,0.7607112126683078,0.3978167816769304,1.257742811152159,0.0,0.0,1500000
2020-05-04,0.6878222997307047,0.682344037646706,0.5448039386019785,0.7834095315969666,0.36449658423013004,1.138845154289227,0.0,0.0,1500000
2020-05-05,0.7186448275999723,0.713088665563886,0.5968567227172873,0.8418478771130572,0.33633649837426616,1.0329541002632001,1.9999999999999998,2.0,1500000
2020-05-06,0.752155085768259,0.7467581218515196,0.6415807465698165,0.8919915412141377,0.31282620646503045,0.937707190217618,0.0,0.0,1500000
2020-05-07,0.7903768429631534,0.7857948517412149,0.6598509444262842,0.9141028494230337,0.29330542478835436,0.8540858882869977,0.0,0.0,1500000
2020-05-08,0.832017992832759,0.8261127060882103,0.6855218587495827,0.9653310399918463,0.27718904464731636,0.7753055035338104,0.0,0.0,1500000
2020-05-09,0.8756786676759701,0.8760064452782095,0.7238294259091297,1.000566577930365,0.2641717428147395,0.706818544861304,0.0,0.0,1500000
2020-05-10,0.9255452335584,0.9254816653253176,0.7744390333797294,1.0641792376270522,0.25407655576540306,0.6453690286121604,0.0,0.0,1500000
2020-05-11,0.9771784396174931,0.9692331455499217,0.8148265320480033,1.1291466689601768,0.24671680402458318,0.5911554677726782,0.0,0.0,1500000
2020-05-12,1.03325872446204,1.0286102550024758,0.8562916249847358,1.1809677677695105,0.242002978844771,0.5447634311944263,0.0,0.0,1500000
2020-05-13,1.0951458676133434,1.0844728647792994,0.9152264388229859,1.2564431749535732,0.23986705997405258,0.5022626404582292,0.9999999999999999,1.0,1500000
2020-05-14,1.1583235331366246,1.1490182299450806,0.960475163656415,1.3271174018325433,0.24027794220650103,0.46585628433229365,0.0,0.0,1500000
2020-05-15,1.228250745402912,1.2174237680228575,1.0371614727955532,1.4233732768602734,0.24336638860889567,0.4340548852249569,0.0,0.0,1500000
2020-05-16,1.3041541297908505,1.2950340866629593,1.0899270727093626,1.5098929516171007,0.24932310151595505,0.4087688868967908,0.0,0.0,1500000
2020-05-17,1.3715266047455357,1.3556284985875775,1.1199009205958972,1.5546259216720275,0.25847267384546435,0.3845683912315529,0.0,0.0,1500000
2020-05-18,1.4457696045152533,1.4310746387797821,1.215995443664594,1.6693492042599394,0.27123066412965025,0.3651913750480309,0.0,0.0,1500000
2020-05-19,1.5218291478431218,1.5088349361215994,1.2635595117434486,1.7427718158305028,0.2878287498420772,0.35033350191094553,0.0,0.0,1500000
2020-05-20,1.6096122396467982,1.5894385495560364,1.326306352736511,1.840274065081224,0.30874983280620477,0.3372831903774884,0.0,0.0,1500000
2020-05-21,1.6909237061566904,1.6766540411083473,1.4296467846469016,1.9671234582205228,0.3348871423713619,0.32977182002135935,0.0,0.0,1500000
2020-05-22,1.7700327507903528,1.7493869074134043,1.4586134753073283,1.999102123472342,0.36756587052339335,0.32538183346423316,0.0,0.0,1500000
2020-05-23,1.8558695254076327,1.8391556333150765,1.5648252982704622,2.1532375749174064,0.4081681477894251,0.32426651737174467,0.0,0.0,1500000
2020-05-24,1.9503322936723597,1.9308221138190746,1.6361152350350252,2.2399680654447334,0.45812231571694767,0.3260454677870939,0.0,0.0,1500000
2020-05-25,2.032699330372084,2.0089640790046857,1.6861753389546255,2.298283314356887,0.5197595821586409,0.3343932638819829,0.0,0.0,1500000
2020-05-26,2.1054769620538067,2.0941541648834336,1.7604868202572,2.372258100399583,0.5965160782386354,0.34226983725135934,0.0,0.0,1500000
2020-05-27,2.1800093304284043,2.161530003969058,1.8433938643883143,2.4775511857321124,0.6917823984365539,0.35859697818389447,0.0,0.0,1500000
2020-05-28,2.2450357700399546,2.2294965256539667,1.8946388001152077,2.532036139782684,0.8091278810233516,0.38067249940602244,0.0,0.0,1500000
2020-05-29,2.2954597366350313,2.2871751757995593,1.956748161767265,2.6103645011705803,0.9538984061743618,0.40947878538548776,0.0,0.0,1500000
2020-05-30,2.330757235563617,2.3092500289255207,1.9797701703829083,2.644924589682675,1.1326625172530485,0.4466789294146438,0.0,0.0,1500000
2020-05-31,2.362881758030105,2.354765452238369,2.0383207853203715,2.7449561599453656,1.3523651319091026,0.4941053374028457,0.0,0.0,1500000
2020-06-01,2.374580634819399,2.3640287712303296,2.0058087470821993,2.709490560964034,1.6210297768185515,0.5539202769518763,0.0,0.0,1500000
2020-06-02,2.366362263706671,2.3511943501469927,1.987724379364532,2.680804455818574,1.948695737450113,0.6288362723097422,0.0,0.0,1500000
2020-06-03,2.3435455275691504,2.322904160326556,1.9567218478175894,2.6466960912694133,2.345933679133226,0.7221803757616814,0.9999999999999999,1.0,1500000
2020-06-04,2.2950634904579443,2.285617599246034,1.9428728690249357,2.6098358535576405,2.8227478210536265,0.8379456145307957,0.0,0.0,1500000
2020-06-05,2.230350240914433,2.2192771631927575,1.907490958576655,2.56244596703599,3.389181235682973,0.9809066322056568,0.0,0.0,1500000
2020-06-06,2.152698323085738,2.1398867578419396,1.8118325907516668,2.4297656529841163,4.052145132284123,1.156689260941121,0.0,0.0,1500000
2020-06-07,2.069203658743333,2.0555880535561126,1.7628689725439122,2.347748772029415,4.8141033742485995,1.3717098406079034,0.0,0.0,1500000
2020-06-08,1.981938306780985,1.9731791074834484,1.6643968813796532,2.2196940790222888,5.674002888823238,1.6330838707554884,0.0,0.0,1500000
2020-06-09,1.9067547853190279,1.9000907018691133,1.6022190873800908,2.138931709316522,6.628427914005142,1.9483186739149585,0.0,0.0,1500000
2020-06-10,1.841447999690472,1.8379632241923176,1.6083429308375565,2.095333627133591,7.670419925760588,2.3248133272720106,3.9999999999999996,4.0,1500000
2020-06-11,1.7765433445820031,1.7715518902954697,1.533167530254609,1.9975345744012565,8.795582393883505,2.769351045652758,1.9999999999999998,2.0,1500000
2020-06-12,1.7206272916941017,1.7076851241142919,1.4845872744621946,1.9132099254046357,10.004906313989816,3.287682158618187,4.999999999999999,5.0,1500000
2020-06-13,1.6725796407151419,1.666805042201644,1.4652480959339864,1.8877974569080513,11.294037132483856,3.884123611281287,4.999999999999999,5.0,1500000
2020-06-14,1.635371259635015,1.632787016315905,1.4240239809264823,1.828435196958125,12.656680956401214,4.561611329589518,14.999999999999998,15.0,1500000
2020-06-15,1.5981999550959949,1.5883646125604498,1.3813657941156599,1.7799541291052576,14.092809097566215,5.322183790170237,9.999999999999998,10.0,1500000
2020-06-16,1.561552345417876,1.5570872256923827,1.3703377809172042,1.7488932884368786,15.609579094079276,6.166954393907682,8.999999999999998,9.0,1500000
2020-06-17,1.53620523505794,1.5300299317290458,1.3641784813191253,1.747338644599024,17.206047431944313,7.09602299590723,2.9999999999999996,3.0,1500000
2020-06-18,1.5099935095382468,1.506465697256869,1.3112238176723343,1.6808666806909847,18.872844872284556,8.10889744198337,12.999999999999996,13.0,1500000
2020-06-19,1.4810537759267877,1.472445607218423,1.2991584989215614,1.6717763003764894,20.615238955270357,9.205280126152854,13.999999999999996,14.0,1500000
2020-06-20,1.455184390462424,1.4518326480120414,1.2543405851324123,1.6305537590880448,22.437757255532414,10.384987263488906,2.9999999999999996,3.0,1500000
2020-06-21,1.433879660880973,1.427463413383522,1.2455295628624168,1.6232135365407039,24.32610342189349,11.647308755745872,11.999999999999998,12.0,1500000
2020-06-22,1.409776963190558,1.400294199478822,1.2123088953562684,1.567805626563769,26.268700567862822,12.991544001053116,6.999999999999998,7.0,1500000
2020-06-23,1.3893158082027657,1.3842996023191527,1.2225106863004056,1.5523607517019045,28.269097568492615,14.417393979286473,9.999999999999998,10.0,1500000
2020-06-24,1.3737512985222995,1.3693336192832586,1.2014928297405014,1.5464569066996168,30.32250786430756,15.923922434973449,16.999999999999996,17.0,1500000
2020-06-25,1.359777422658758,1.3461343078399008,1.1812011919242282,1.503044904876037,32.42227975445056,17.509049316271923,13.999999999999996,14.0,1500000
2020-06-26,1.3476216151226934,1.3351625689480715,1.1808149624731608,1.5068179359533147,34.57719442383345,19.170363551908544,19.999999999999996,20.0,1500000
2020-06-27,1.3383302763108151,1.3327725040114466,1.1560577465779847,1.4785705895819634,36.79569042578256,20.90515257226745,24.999999999999996,25.0,1500000
2020-06-28,1.3311849616498268,1.3216980926578006,1.1645269430816456,1.4901205389199135,39.0809608878826,22.710384714842036,24.999999999999996,25.0,1500000
2020-06-29,1.326865335565867,1.3203028495013154,1.1705893456753216,1.508909176913846,41.442800593558395,24.583547055038316,13.999999999999996,14.0,1500000
2020-06-30,1.3255209558082302,1.320744643557314,1.1553735054367364,1.4957589514835385,43.893612081315155,26.523076234864444,39.99999999999999,40.0,1500000
2020-07-01,1.3258726245355994,1.3216510940097255,1.16332158015725,1.4886605987600343,46.45145627545082,28.528383238186965,32.99999999999999,33.0,1500000
2020-07-02,1.3174020499787367,1.3094887227984158,1.1547135465855751,1.475552344568775,49.14123919126067,30.60019603062643,28.999999999999996,29.0,1500000
2020-07-03,1.3153007040565052,1.3131419391746717,1.184677316387224,1.5105708180848365,51.98233493796369,32.74064408034857,38.99999999999999,39.0,1500000
2020-07-04,1.313126471043125,1.3165073717996179,1.1543024666372546,1.5006291738452544,54.950158840382855,34.953715489657,33.99999999999999,34.0,1500000
2020-07-05,1.3097170104845532,1.3166858376752595,1.1301891386008516,1.4481306905687255,58.038920587594355,37.24604439021506,26.999999999999996,27.0,1500000
2020-07-06,1.309038798479132,1.300622507352104,1.1259278005478712,1.4627687655026034,61.27522670479664,39.62658070302351,22.999999999999996,23.0,1500000
