date,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests
2020-03-14,1.8207436555608938,1.8010550808498484,1.341268838358281,2.165604608536465,50.79504062908347,13.43614375005204,0.0,0.0,0
2020-03-15,1.793991705712987,1.7812845395915584,1.3929803194424286,2.169244316193584,53.77478916419722,16.66003116782102,0.0,0.0,0
2020-03-16,1.7515808897300458,1.7489664535443277,1.3821691125378541,2.0949009503923692,60.30870556909944,19.968834525990786,0.0,0.0,0
2020-03-17,1.6881721782104215,1.6827304872181181,1.3514504599569057,2.006005637418985,68.32334084808284,24.315708104270687,0.0,0.0,0
2020-03-18,1.621507122121118,1.6073145455539257,1.2621551174805847,1.8673321974959236,76.60431177763499,28.215921843788063,0.0,0.0,0
2020-03-19,1.5424357842719667,1.525526114575904,1.2795796044932086,1.79872887732349,85.17735192743135,33.46454828751446,0.0,0.0,0
2020-03-20,1.454497814771851,1.450537264942644,1.228050673546988,1.6789355599634803,94.021054588501,37.59531646410401,5.000000000000001,5.0,500000
2020-03-21,1.3589401914965178,1.3557816887075629,1.1384385521784697,1.5483083523455898,102.83589789634478,42.66401155676539,10.000000000000002,10.0,500000
2020-03-22,1.2700119632899167,1.2608888325896355,1.0928435261950757,1.454613038215769,111.19291462438392,48.86676343455092,16.0,16.0,500000
2020-03-23,1.1807192005437712,1.1736251033590963,1.0136113042859964,1.347274633891737,118.63675305302542,54.61998891686335,37.0,37.0,500000
2020-03-24,1.093159412419877,1.0812034087554614,0.9235838035433254,1.2224758214875158,124.82283192575048,61.224294682108834,43.00000000000001,43.0,500000
2020-03-25,1.0160392009743042,1.0131160180261154,0.8660390290494772,1.153181439876261,129.47137976406614,68.1045696300254,60.00000000000001,60.0,500000
2020-03-26,0.9448635973594439,0.9456223789084174,0.8210769793511007,1.0774008546565144,132.32402039352587,75.68878487745887,110.00000000000001,110.0,500000
2020-03-27,0.8762114308486645,0.870849601543603,0.736730068131446,0.9862624153983773,133.29669495745986,82.69026450375273,68.00000000000001,68.0,500000
2020-03-28,0.8205737931542159,0.8178050299383595,0.7056421023320041,0.925896585302659,132.4346791735795,89.71572909000425,115.00000000000001,115.0,500000
2020-03-29,0.7709134795764606,0.7705081658037448,0.6809168888413064,0.8932528024608472,129.79808822645526,96.47637343450073,107.00000000000001,107.0,500000
2020-03-30,0.7261457050066591,0.723018787233228,0.6067656355751355,0.8102389003354896,125.43113581485923,102.673317077685,135.00000000000003,135.0,500000
2020-03-31,0.6880982891054269,0.6872306882135342,0.581358898850709,0.7704585935917473,120.03336952234035,108.03930916581113,198.0,198.0,500000
2020-04-01,0.6533764779633182,0.6528470656492557,0.5533955216605464,0.739389553769319,113.6112209017296,112.55663189527723,195.00000000000003,195.0,500000
2020-04-02,0.6243773688739495,0.6200188472334642,0.5376604316873547,0.7160301814037544,106.45076792755754,115.86611008388073,178.0,178.0,500000
2020-04-03,0.5955452170937113,0.5937252842407026,0.5045853591152499,0.6731765270428933,98.8505999036596,117.922961642956,173.00000000000003,173.0,500000
2020-04-04,0.5720419644130172,0.5659034127272271,0.4735154787846964,0.6406947028504115,91.05301239070063,118.7834909038636,81.00000000000001,81.0,500000
2020-04-05,0.5497286970261596,0.5464575169520205,0.46179614461749885,0.623375403719576,83.23290668298638,118.52578989633368,143.00000000000003,143.0,500000
2020-04-06,0.5289335447995046,0.52552402162295,0.4465998527307695,0.60232961981269,75.5445215965544,117.07192718277446,174.00000000000003,174.0,500000
2020-04-07,0.5127406732660198,0.5063577974602564,0.43789923430531813,0.590530898329178,68.12095186749933,114.59475101840204,106.00000000000001,106.0,500000
2020-04-08,0.49782919718652363,0.49466046482206755,0.4169085136403565,0.5664728129502109,61.04961067226278,111.12070620017587,80.00000000000001,80.0,500000
2020-04-09,0.48262487889872013,0.4794652365360098,0.39202879272469016,0.5430065688851962,54.41077224091329,106.92594950847592,79.0,79.0,500000
2020-04-10,0.4680031298481962,0.46606018741558575,0.3916946202704132,0.5380128648138708,48.26117464150709,102.06282066782235,47.0,47.0,500000
2020-04-11,0.457756516049408,0.45529475915543927,0.3877083506728274,0.5280770650820017,42.60978133906086,96.73461877666985,49.00000000000001,49.0,500000
2020-04-12,0.4494957122039683,0.4479434142367117,0.37694949640456954,0.5136244087421453,37.44682585193956,91.0183419880636,108.00000000000001,108.0,500000
2020-04-13,0.443303320004831,0.44092320575385036,0.3792897979331272,0.5172977922327743,32.775111629376504,85.11520220194967,87.00000000000001,87.0,500000
2020-04-14,0.437707009424656,0.43373921463963266,0.3664854213727083,0.5032418787365713,28.594521530742778,79.09127688192116,68.00000000000001,68.0,500000
2020-04-15,0.43381323392363064,0.4314663121734945,0.3643240177676663,0.49817495892266994,24.885839954642748,73.09415088481683,62.00000000000001,62.0,500000
2020-04-16,0.4356744212418491,0.4321022165921644,0.3679950613613802,0.5058404105085496,21.61413497065869,67.17771206604351,63.00000000000001,63.0,500000
2020-04-17,0.4351625453410696,0.43356565322460217,0.37113348714114675,0.5083030773074414,18.7410407541488,61.45458228141151,85.00000000000001,85.0,500000
2020-04-18,0.43746003962241903,0.4359697605752377,0.36386747328442054,0.4980364240231095,16.23897164320297,55.96249062254671,67.00000000000001,67.0,500000
2020-04-19,0.4410113225746583,0.4371573878322548,0.3687783797216487,0.5061902104127806,14.072054137158466,50.77981062525898,37.0,37.0,500000
2020-04-20,0.4475608818349828,0.44433084690002167,0.3686034979341193,0.5114981948225774,12.198903450257534,45.86043227680228,85.00000000000001,85.0,500000
2020-04-21,0.45715728751537754,0.454497843481096,0.38272993205742856,0.5238445698989328,10.584546726198008,41.2970431630332,48.00000000000001,48.0,500000
2020-04-22,0.4676884621711006,0.46716473552243437,0.39711605944573,0.5391777796169464,9.198025532194578,37.08546888135519,37.0,37.0,500000
2020-04-23,0.47974121626853644,0.47693867228599773,0.3960993993112059,0.5468635228700793,8.012960595097748,33.23641370460273,49.00000000000001,49.0,500000
2020-04-24,0.4928210154755485,0.49030544016124383,0.4152168704990968,0.5647616576856261,7.003138672781492,29.701841702350407,37.0,37.0,500000
2020-04-25,0.5057590018221132,0.5032803595461433,0.43195543461140173,0.5887332815713917,6.1433743923721025,26.51359874201558,39.00000000000001,39.0,500000
